area_sqft,bedrooms,bathrooms,locality,house_age_years,year_built,floor_number,building_type,parking_spaces,has_garden,price_inr
1644.0,4.0,1.0,Boiragimoth,3.0,2022.0,0.0,Duplex,1.0,1.0,6142516
2874.0,3.0,1.0,Khalihamari,10.0,2015.0,3.0,Apartment,0.0,1.0,9136416
955.0,3.0,3.0,Boiragimoth,12.0,2013.0,0.0,Independent,1.0,0.0,3424672
2776.0,2.0,3.0,Chowkidinghee,5.0,2020.0,2.0,Duplex,1.0,1.0,10688010
1172.0,1.0,3.0,Milan Nagar,25.0,2000.0,3.0,Duplex,2.0,0.0,3038201
3143.0,3.0,1.9917482022869268,Chowkidinghee,4.0,2021.0,0.0,Independent,2.0,0.0,12140795
2119.0,1.0,3.0,Chowkidinghee,22.0,2003.0,0.0,Apartment,1.0,1.0,7150090
2248.0,1.0,1.0,Mancotta Road,23.0,2002.0,0.0,Independent,2.0,1.0,6805690
984.0,3.0,1.0,Chowkidinghee,1.0,2024.0,2.0,Duplex,2.0,1.0,3822063
1291.0,4.0,3.0,Chowkidinghee,32.0,1993.0,1.0,Duplex,0.0,0.0,4735248
1983.0,2.0,3.0,Milan Nagar,2.0,2023.0,3.0,Apartment,1.0,0.0,6836089
844.0,3.0,1.0,Milan Nagar,2.0,2023.0,2.0,Independent,1.0,0.0,2920840
2137.0,3.0,2.0,Naliapool,36.0,2004.983730252299,2.0,Duplex,2.0,0.0,5748867
1035.0,4.0,1.0,Chowkidinghee,30.0,1995.0,0.0,Apartment,2.0,0.0,3607473
1941.0,2.0,1.0,Mancotta Road,3.0,2022.0,0.0,Independent,0.0,0.0,6822300
2592.0,1.0,1.0,Boiragimoth,27.0,1998.0,2.0,Independent,0.0,0.0,7335297
1275.0,3.0,1.9917482022869268,Mancotta Road,15.0,2010.0,1.0,Duplex,2.0,1.0,4707058
856.0,2.0,1.0,Naliapool,21.0,2004.0,2.0,Independent,0.0,0.0,2324280
1255.0,1.0,2.0,Boiragimoth,29.0,1996.0,0.0,Apartment,1.0,0.0,3683650
2311.0,1.0,3.0,Mancotta Road,23.0,2002.0,3.0,Independent,0.0,0.0,7428845
1543.0,2.497630893153281,3.0,Mancotta Road,5.0,2020.0,2.0,Independent,1.0,1.0,5482275
2529.0,2.497630893153281,2.0,Milan Nagar,9.0,2016.0,2.0,Duplex,2.0,0.0,7829137
1927.626994445101,1.0,2.0,Khalihamari,10.0,2015.0,3.0,Apartment,1.0,1.0,7986459
3039.0,4.0,2.0,Mancotta Road,33.0,1992.0,3.0,Apartment,2.0,0.0,10393220
3041.0,1.0,1.0,Milan Nagar,19.96409590173615,1998.0,2.0,Apartment,2.0,0.0,8242817
2813.0,1.0,3.0,Mancotta Road,29.0,1996.0,3.0,Independent,1.0,0.0,8681283
1189.0,4.0,1.9917482022869268,Naliapool,13.0,2012.0,1.0,Duplex,2.0,0.0,3775919
2148.0,2.0,1.0,Milan Nagar,40.0,1985.0,3.0,Independent,2.0,0.0,6156217
1801.0,3.0,1.9917482022869268,Mancotta Road,22.0,2003.0,1.0,Duplex,1.0,1.0,6193144
664.0,1.0,1.0,Naliapool,5.0,2020.0,1.0,Independent,0.0,0.0,1893919
1661.0,3.0,2.0,Boiragimoth,6.0,2019.0,0.0,Apartment,1.0,0.0,6025527
1913.0,2.0,3.0,Khalihamari,19.96409590173615,2008.0,2.0,Independent,1.0,0.0,5825172
2555.0,4.0,3.0,Milan Nagar,20.0,2005.0,3.0,Independent,0.0,1.0,8772867
1927.626994445101,3.0,1.0,Naliapool,27.0,1998.0,3.0,Apartment,1.0,0.0,6881093
2577.0,2.497630893153281,1.9917482022869268,Mancotta Road,33.0,1992.0,3.0,Independent,,0.305407644065791,8467516
1343.0,1.0,3.0,Milan Nagar,6.0,2019.0,1.4930276530371072,Duplex,1.0,0.0,4385576
2367.0,1.0,2.0,Naliapool,38.0,1987.0,1.0,Independent,1.0,0.0,5728278
1428.0,1.0,2.0,Mancotta Road,19.96409590173615,1988.0,0.0,Independent,0.0,0.0,4118085
2824.0,3.0,1.0,Chowkidinghee,21.0,2004.0,2.0,Independent,2.0,1.0,9900074
1029.0,3.0,3.0,Milan Nagar,31.0,1994.0,0.0,Duplex,2.0,0.0,3188379
1963.0,2.0,3.0,Naliapool,18.0,2007.0,3.0,Independent,0.0,1.0,5669009
2185.0,4.0,2.0,Milan Nagar,21.0,2004.0,0.0,Apartment,2.0,1.0,7368093
2603.0,3.0,2.0,Naliapool,29.0,1996.0,2.0,Apartment,2.0,1.0,7311669
1860.0,3.0,3.0,Naliapool,23.0,2002.0,1.0,Duplex,2.0,0.0,5485973
2630.0,2.0,3.0,Mancotta Road,29.0,1996.0,1.4930276530371072,Duplex,2.0,0.0,8569725
1927.626994445101,2.0,2.0,Naliapool,16.0,2009.0,0.0,Independent,2.0,0.0,5745586
2126.0,1.0,3.0,Chowkidinghee,14.0,2011.0,1.0,Independent,1.0,0.0,7484285
1927.626994445101,3.0,1.0,Milan Nagar,36.0,1989.0,1.0,Independent,2.0,0.0,1852144
2462.0,2.0,2.0,Naliapool,34.0,1991.0,1.0,Duplex,0.0,0.0,6312090
761.0,2.0,1.0,Chowkidinghee,19.96409590173615,2007.0,0.0,Duplex,0.0,0.0,2643935
2360.0,4.0,3.0,Mancotta Road,29.0,1996.0,3.0,Duplex,0.0,0.305407644065791,8480045
1369.0,2.0,3.0,Mancotta Road,0.0,2025.0,3.0,Duplex,0.0,0.0,5302872
1813.0,2.0,2.0,Mancotta Road,17.0,2008.0,2.0,Duplex,1.0,0.0,6074910
3091.0,2.0,2.0,Khalihamari,39.0,1986.0,0.0,Duplex,1.0,0.0,8054341
1365.0,4.0,3.0,Milan Nagar,17.0,2004.983730252299,2.0,Duplex,2.0,0.0,4685649
2204.0,2.0,2.0,Mancotta Road,20.0,2005.0,0.0,Independent,2.0,0.0,7319724
856.0,1.0,2.0,Milan Nagar,3.0,2022.0,2.0,Independent,2.0,0.0,2748935
1653.0,2.0,1.0,Mancotta Road,35.0,1990.0,1.0,Independent,0.0,0.0,4874178
2025.0,1.0,2.0,Milan Nagar,21.0,2004.983730252299,1.4930276530371072,Apartment,0.0,0.0,5861277
769.0,2.0,3.0,Chowkidinghee,22.0,2003.0,1.0,Independent,0.0,1.0,2763022
2095.0,4.0,3.0,Naliapool,1.0,2024.0,3.0,Independent,0.0,0.0,7244348
1461.0,1.0,3.0,Milan Nagar,14.0,2011.0,1.0,Independent,0.0,0.0,4905061
2921.0,3.0,1.0,Chowkidinghee,13.0,2012.0,2.0,Apartment,2.0,0.0,10757537
2065.0,3.0,2.0,Khalihamari,38.0,2004.983730252299,3.0,Apartment,2.0,0.0,5728124
2647.0,4.0,2.0,Chowkidinghee,32.0,2004.983730252299,2.0,Independent,1.0,1.0,9482699
2873.0,3.0,2.0,Boiragimoth,1.0,2024.0,1.4930276530371072,Apartment,1.0,1.0,10717830
1205.0,2.0,3.0,Chowkidinghee,8.0,2017.0,1.0,Apartment,1.0,0.0,4631870
2302.0,2.497630893153281,3.0,Chowkidinghee,12.0,2013.0,2.0,Apartment,1.0,0.0,8693185
2687.0,2.0,2.0,Boiragimoth,34.0,1991.0,0.0,Independent,1.0,1.0,8000156
766.0,4.0,3.0,Chowkidinghee,5.0,2020.0,0.0,Independent,0.0,0.0,3312765
1852.0,3.0,1.9917482022869268,Naliapool,18.0,2007.0,1.0,Apartment,1.0,0.0,5310809
1455.0,3.0,3.0,Khalihamari,19.96409590173615,2009.0,1.0,Apartment,1.0,0.0,4630078
3184.0,4.0,1.0,Khalihamari,38.0,1987.0,1.0,Independent,1.0,0.0,8912350
2763.0,4.0,2.0,Khalihamari,6.0,2019.0,0.0,Apartment,1.0,1.0,9625909
2523.0,4.0,1.0,Milan Nagar,36.0,1989.0,2.0,Duplex,0.0,0.0,6800161
2004.0,3.0,1.0,Khalihamari,12.0,2013.0,3.0,Duplex,0.0,0.0,6294395
2407.0,3.0,3.0,Khalihamari,22.0,2003.0,1.4930276530371072,Independent,2.0,0.0,7514325
2298.0,4.0,3.0,Chowkidinghee,18.0,2007.0,1.4930276530371072,Independent,0.0,0.0,9264967
2144.0,2.0,1.0,Boiragimoth,0.0,2025.0,2.0,Independent,2.0,1.0,7493464
2950.0,4.0,1.0,Mancotta Road,4.0,2021.0,1.0,Apartment,0.0,1.0,11373792
708.0,3.0,2.0,Chowkidinghee,32.0,1993.0,2.0,Independent,0.0,0.0,2463962
1366.0,3.0,3.0,Khalihamari,7.0,2018.0,3.0,Independent,0.0,1.0,4607546
2266.0,2.0,2.0,Milan Nagar,19.96409590173615,2004.983730252299,1.0,Independent,0.0,0.0,6256909
1732.0,3.0,1.0,Milan Nagar,21.0,2004.0,3.0,Independent,2.0,0.0,5334685
2432.0,3.0,3.0,Milan Nagar,22.0,2003.0,3.0,Duplex,0.0,1.0,7961873
2972.0,4.0,2.0,Chowkidinghee,3.0,2022.0,3.0,Independent,0.0,0.0,12501786
2364.0,2.0,1.9917482022869268,Naliapool,11.0,2014.0,2.0,Duplex,1.0,1.0,6783952
1648.0,3.0,2.0,Boiragimoth,2.0,2023.0,2.0,Apartment,,0.0,6103261
927.0,3.0,2.0,Mancotta Road,19.96409590173615,2025.0,1.4930276530371072,Duplex,0.0,0.0,3529257
661.0,2.0,3.0,Naliapool,18.0,2007.0,2.0,Duplex,0.0,1.0,1906901
1911.0,2.0,1.0,Khalihamari,27.0,1998.0,2.0,Apartment,0.0,0.0,5102009
898.0,4.0,2.0,Khalihamari,39.0,1986.0,2.0,Independent,1.0,0.0,2622639
1927.626994445101,1.0,1.0,Chowkidinghee,15.0,2010.0,2.0,Apartment,2.0,0.0,2976426
2305.0,1.0,2.0,Khalihamari,20.0,2004.983730252299,1.0,Duplex,0.0,0.0,6367341
960.0,4.0,1.0,Khalihamari,23.0,2004.983730252299,2.0,Duplex,1.0,1.0,2843624
1275.0,3.0,3.0,Boiragimoth,27.0,1998.0,2.0,Apartment,2.0,1.0,4253054
1742.0,2.497630893153281,3.0,Milan Nagar,31.0,1994.0,3.0,Independent,1.0,0.0,5182780
2945.0,3.0,2.0,Boiragimoth,20.0,2005.0,2.0,Independent,1.0,1.0,9901826
2178.0,3.0,3.0,Khalihamari,16.0,2009.0,0.0,Duplex,1.0,0.0,7038336
962.0,2.0,1.0,Mancotta Road,33.0,1992.0,2.0,Duplex,0.0,1.0,2868283
1526.0,4.0,3.0,Khalihamari,19.0,2006.0,1.0,Duplex,1.0,0.0,5106393
2527.0,2.0,2.0,Boiragimoth,30.0,1995.0,0.0,Independent,1.0,1.0,7563924
2325.0,3.0,2.0,Boiragimoth,16.0,2009.0,2.0,Independent,2.0,0.0,8034978
1520.0,1.0,3.0,Milan Nagar,19.96409590173615,2009.0,1.0,Apartment,0.0,1.0,4669436
1035.0,1.0,1.0,Chowkidinghee,8.0,2017.0,1.0,Apartment,0.0,1.0,3603237
3088.0,4.0,2.0,Naliapool,23.0,2002.0,2.0,Independent,2.0,1.0,9280934
1555.0,4.0,2.0,Naliapool,23.0,2002.0,2.0,Independent,2.0,0.305407644065791,4601279
2396.0,4.0,3.0,Boiragimoth,37.0,1988.0,0.0,Duplex,2.0,1.0,7919990
3161.0,1.0,1.9917482022869268,Mancotta Road,17.0,2008.0,3.0,Apartment,0.0,1.0,9841118
2135.0,4.0,1.9917482022869268,Milan Nagar,25.0,2000.0,3.0,Duplex,1.0,1.0,7617093
3076.0,2.0,1.0,Boiragimoth,3.0,2022.0,1.0,Duplex,1.0,1.0,10349962
2152.0,3.0,1.0,Khalihamari,19.96409590173615,2014.0,2.0,Apartment,0.0,0.0,6725559
1877.0,2.497630893153281,2.0,Milan Nagar,6.0,2019.0,3.0,Duplex,1.0,0.305407644065791,6126764
2411.0,1.0,1.0,Mancotta Road,21.0,2004.0,1.4930276530371072,Duplex,0.0,0.0,7407162
1927.626994445101,4.0,2.0,Milan Nagar,24.0,2001.0,2.0,Independent,1.0,0.0,6290192
2707.0,1.0,2.0,Milan Nagar,40.0,1985.0,0.0,Independent,1.0,1.0,7024469
1397.0,2.0,2.0,Khalihamari,15.0,2010.0,1.0,Independent,2.0,1.0,4190481
2227.0,1.0,3.0,Mancotta Road,0.0,2025.0,1.0,Apartment,2.0,0.0,8128396
2273.0,2.0,1.0,Milan Nagar,34.0,1991.0,2.0,Independent,2.0,0.0,6224363
1765.0,4.0,1.0,Milan Nagar,1.0,2024.0,0.0,Duplex,2.0,1.0,6368611
2610.0,2.497630893153281,1.0,Chowkidinghee,9.0,2016.0,1.0,Independent,2.0,0.0,9792345
3010.0,2.0,1.0,Milan Nagar,30.0,1995.0,1.4930276530371072,Duplex,1.0,1.0,8378760
906.0,4.0,1.0,Boiragimoth,15.0,2010.0,3.0,Duplex,2.0,0.0,3115427
1274.0,1.0,1.0,Milan Nagar,23.0,2002.0,1.0,Independent,0.0,0.0,3536841
2497.0,1.0,2.0,Chowkidinghee,29.0,1996.0,3.0,Independent,0.0,0.0,7901850
684.0,2.0,1.0,Boiragimoth,23.0,2002.0,2.0,Duplex,0.0,0.0,2080719
2188.0,2.0,2.0,Naliapool,34.0,2004.983730252299,2.0,Independent,1.0,1.0,5592499
1764.0,3.0,3.0,Chowkidinghee,12.0,2013.0,3.0,Apartment,1.0,0.305407644065791,7007149
2102.0,2.0,3.0,Chowkidinghee,22.0,2003.0,2.0,Independent,0.0,1.0,7354012
2541.0,1.0,2.0,Milan Nagar,3.0,2004.983730252299,1.0,Apartment,1.0,0.0,8031763
2743.0,2.0,2.0,Khalihamari,25.0,2000.0,3.0,Independent,0.0,1.0,7843510
1618.0,1.0,1.0,Milan Nagar,38.0,1987.0,1.0,Apartment,1.0,0.0,4140071
1927.626994445101,3.0,2.0,Milan Nagar,1.0,2024.0,3.0,Independent,0.0,0.0,5393362
1943.0,2.497630893153281,1.0,Milan Nagar,3.0,2022.0,0.0,Duplex,2.0,1.0,5966308
2527.0,3.0,1.9917482022869268,Chowkidinghee,25.0,2000.0,1.0,Duplex,2.0,0.0,9256380
1941.0,2.497630893153281,2.0,Boiragimoth,18.0,2007.0,2.0,Independent,,0.0,6558564
2881.0,1.0,1.9917482022869268,Khalihamari,6.0,2019.0,2.0,Independent,2.0,1.0,8825968
1927.626994445101,4.0,3.0,Mancotta Road,38.0,1987.0,2.0,Apartment,1.0,0.0,5790328
2792.0,1.0,2.0,Milan Nagar,12.0,2013.0,3.0,Independent,,0.0,8597659
2809.0,4.0,1.0,Milan Nagar,17.0,2008.0,0.0,Apartment,2.0,1.0,9334197
1927.626994445101,3.0,1.0,Naliapool,19.0,2006.0,0.0,Apartment,0.0,0.0,5991837
2943.0,3.0,1.0,Mancotta Road,30.0,1995.0,3.0,Apartment,0.0,0.0,9414542
2860.0,4.0,3.0,Milan Nagar,36.0,1989.0,1.0,Duplex,2.0,0.0,8952927
3035.0,4.0,2.0,Boiragimoth,32.0,1993.0,3.0,Apartment,0.0,1.0,9883404
3061.0,2.0,2.0,Naliapool,21.0,2004.0,3.0,Apartment,1.0,0.0,8524346
2988.0,3.0,2.0,Boiragimoth,19.0,2006.0,0.0,Duplex,2.0,1.0,10006939
1732.0,2.0,2.0,Milan Nagar,40.0,1985.0,1.0,Independent,0.0,1.0,4757509
1169.0,4.0,2.0,Milan Nagar,29.0,1996.0,1.0,Apartment,0.0,0.0,3776257
969.0,2.497630893153281,3.0,Milan Nagar,33.0,1992.0,0.0,Independent,0.0,1.0,2918221
862.0,2.0,3.0,Boiragimoth,28.0,1997.0,1.4930276530371072,Apartment,0.0,0.0,2663037
1166.0,4.0,2.0,Naliapool,24.0,2004.983730252299,1.0,Independent,2.0,0.0,3488506
1969.0,1.0,3.0,Boiragimoth,27.0,1998.0,3.0,Apartment,0.0,0.0,5904020
2623.0,3.0,3.0,Chowkidinghee,27.0,1998.0,2.0,Duplex,1.0,0.0,9516931
1434.0,3.0,1.0,Khalihamari,26.0,1999.0,0.0,Independent,2.0,0.0,4057923
1859.0,3.0,2.0,Milan Nagar,7.0,2018.0,2.0,Independent,0.0,1.0,7052263
2266.0,1.0,3.0,Khalihamari,19.96409590173615,1991.0,3.0,Duplex,1.0,0.0,6007826
2962.0,4.0,3.0,Milan Nagar,0.0,2025.0,3.0,Duplex,0.0,0.0,11355452
1208.0,3.0,3.0,Khalihamari,35.0,1990.0,3.0,Independent,0.0,0.0,3504593
3081.0,2.0,3.0,Khalihamari,16.0,2009.0,3.0,Independent,2.0,0.0,9366114
2234.0,2.0,3.0,Naliapool,5.0,2020.0,2.0,Duplex,1.0,1.0,6894638
3090.0,3.0,3.0,Milan Nagar,14.0,2011.0,2.0,Apartment,1.0,0.305407644065791,10628090
849.0,4.0,1.9917482022869268,Naliapool,4.0,2021.0,0.0,Apartment,2.0,0.0,2937454
886.0,2.0,3.0,Milan Nagar,5.0,2020.0,2.0,Independent,1.0,0.0,2928018
1803.0,3.0,3.0,Chowkidinghee,21.0,2004.0,0.0,Duplex,1.0,0.0,6740899
1927.626994445101,1.0,3.0,Khalihamari,12.0,2013.0,1.0,Independent,0.0,1.0,3517330
667.0,3.0,2.0,Milan Nagar,27.0,1998.0,0.0,Duplex,,0.0,2127260
1838.0,3.0,3.0,Milan Nagar,20.0,2005.0,2.0,Duplex,0.0,0.0,6145328
1530.0,3.0,2.0,Khalihamari,1.0,2024.0,2.0,Duplex,2.0,0.0,5191742
1469.0,3.0,2.0,Milan Nagar,37.0,1988.0,3.0,Independent,0.0,0.0,3895142
1056.0,3.0,2.0,Boiragimoth,31.0,1994.0,0.0,Apartment,2.0,0.0,3356187
2447.0,1.0,2.0,Naliapool,27.0,1998.0,3.0,Apartment,,1.0,6206107
2446.0,1.0,1.0,Khalihamari,19.96409590173615,1990.0,1.0,Apartment,1.0,0.0,6044312
2536.0,2.497630893153281,2.0,Khalihamari,19.0,2006.0,3.0,Independent,2.0,0.0,7803645
1219.0,4.0,2.0,Milan Nagar,27.0,2004.983730252299,2.0,Duplex,0.0,1.0,4507634
2902.0,3.0,1.9917482022869268,Khalihamari,9.0,2016.0,2.0,Independent,0.0,0.0,9715103
687.0,4.0,3.0,Boiragimoth,23.0,2002.0,0.0,Apartment,0.0,1.0,2423832
2894.0,3.0,2.0,Milan Nagar,19.96409590173615,2021.0,1.4930276530371072,Apartment,0.0,1.0,10084016
2016.0,4.0,2.0,Mancotta Road,3.0,2022.0,1.0,Independent,1.0,0.0,8168067
844.0,3.0,2.0,Mancotta Road,15.0,2010.0,3.0,Independent,2.0,1.0,2933084
1205.0,3.0,2.0,Chowkidinghee,32.0,1993.0,2.0,Duplex,1.0,1.0,4139824
2282.0,4.0,2.0,Milan Nagar,5.0,2020.0,0.0,Independent,2.0,0.0,8247938
1850.0,3.0,2.0,Milan Nagar,31.0,1994.0,1.0,Apartment,1.0,0.0,5519369
2042.0,4.0,3.0,Naliapool,19.96409590173615,2004.983730252299,0.0,Independent,2.0,0.0,7142027
2697.0,3.0,1.0,Milan Nagar,27.0,1998.0,1.4930276530371072,Independent,1.0,0.0,8071278
1427.0,2.0,2.0,Naliapool,10.0,2015.0,1.0,Duplex,2.0,0.0,4202987
1568.0,2.497630893153281,1.0,Khalihamari,36.0,1989.0,0.0,Independent,0.0,0.0,3776066
2059.0,4.0,2.0,Chowkidinghee,4.0,2004.983730252299,3.0,Independent,2.0,0.0,8583604
2761.0,1.0,3.0,Boiragimoth,39.0,1986.0,3.0,Independent,0.0,0.0,7793786
3131.0,1.0,2.0,Khalihamari,2.0,2023.0,1.0,Independent,1.0,0.305407644065791,9513626
2902.0,3.0,2.0,Boiragimoth,4.0,2004.983730252299,1.4930276530371072,Independent,0.0,0.0,10650212
1407.0,2.0,2.0,Boiragimoth,15.0,2010.0,0.0,Duplex,2.0,0.0,4648818
3025.0,3.0,3.0,Boiragimoth,13.0,2012.0,3.0,Independent,2.0,0.305407644065791,10816282
701.0,4.0,1.0,Chowkidinghee,28.0,1997.0,2.0,Apartment,2.0,0.0,2475169
2796.0,4.0,2.0,Boiragimoth,14.0,2011.0,2.0,Apartment,2.0,0.0,10079859
700.0,2.0,3.0,Khalihamari,37.0,1988.0,3.0,Apartment,1.0,0.0,1911357
734.0,1.0,2.0,Milan Nagar,24.0,2001.0,3.0,Independent,2.0,0.305407644065791,2051101
2908.0,4.0,1.0,Khalihamari,17.0,2008.0,2.0,Independent,2.0,0.305407644065791,9219667
2738.0,2.0,1.9917482022869268,Khalihamari,2.0,2023.0,3.0,Independent,2.0,0.305407644065791,8803962
1927.626994445101,2.0,1.0,Khalihamari,4.0,2021.0,0.0,Duplex,1.0,0.0,5233718
1924.0,2.0,2.0,Boiragimoth,18.0,2007.0,1.0,Apartment,2.0,0.0,6232636
2352.0,4.0,3.0,Naliapool,39.0,1986.0,2.0,Duplex,2.0,0.0,6632124
2777.0,3.0,3.0,Milan Nagar,29.0,1996.0,2.0,Apartment,1.0,1.0,8343912
3188.0,2.0,1.0,Boiragimoth,18.0,2007.0,2.0,Independent,1.0,0.0,10030609
2423.0,4.0,1.0,Khalihamari,38.0,1987.0,2.0,Apartment,1.0,0.0,6860750
711.0,1.0,1.9917482022869268,Boiragimoth,4.0,2021.0,2.0,Independent,1.0,1.0,2486680
3075.0,2.0,1.0,Khalihamari,19.96409590173615,2007.0,1.0,Duplex,0.0,1.0,8864686
2272.0,4.0,1.0,Mancotta Road,21.0,2004.0,2.0,Apartment,1.0,1.0,8030457
700.0,2.0,1.0,Mancotta Road,26.0,1999.0,0.0,Duplex,0.0,0.0,2250787
2708.0,1.0,1.9917482022869268,Milan Nagar,24.0,2001.0,0.0,Independent,2.0,0.305407644065791,7336244
1099.0,1.0,3.0,Naliapool,24.0,2004.983730252299,0.0,Duplex,0.0,1.0,2919730
2066.0,3.0,1.0,Khalihamari,31.0,1994.0,2.0,Independent,0.0,0.0,5817872
1881.0,1.0,1.0,Mancotta Road,19.96409590173615,1986.0,1.0,Independent,2.0,0.0,5142983
683.0,4.0,2.0,Naliapool,32.0,1993.0,0.0,Independent,2.0,1.0,1981299
920.0,1.0,3.0,Khalihamari,28.0,1997.0,1.0,Independent,0.0,0.0,2485199
2490.0,4.0,1.0,Naliapool,2.0,2023.0,1.0,Independent,0.0,0.0,8018859
2212.0,4.0,3.0,Boiragimoth,1.0,2024.0,2.0,Independent,1.0,1.0,8821179
2680.0,3.0,3.0,Chowkidinghee,19.0,2006.0,3.0,Apartment,0.0,1.0,10155963
2226.0,2.0,2.0,Boiragimoth,27.0,1998.0,3.0,Duplex,1.0,1.0,6891836
2299.0,3.0,1.0,Boiragimoth,39.0,1986.0,3.0,Independent,0.0,0.305407644065791,6706764
1628.0,2.0,3.0,Khalihamari,31.0,1994.0,0.0,Duplex,2.0,0.0,4617601
1585.0,2.0,3.0,Mancotta Road,38.0,1987.0,0.0,Duplex,2.0,0.0,4908440
2283.0,2.0,2.0,Milan Nagar,14.0,2011.0,3.0,Apartment,2.0,0.0,7230513
2234.0,2.0,1.0,Khalihamari,36.0,1989.0,3.0,Duplex,0.0,0.0,5810453
1927.626994445101,3.0,1.0,Khalihamari,20.0,2005.0,0.0,Duplex,1.0,0.0,4959892
3041.0,2.0,1.9917482022869268,Chowkidinghee,19.96409590173615,2004.983730252299,3.0,Independent,0.0,0.0,11208873
2941.0,1.0,1.0,Mancotta Road,12.0,2013.0,1.0,Duplex,1.0,1.0,9447822
1927.626994445101,2.0,1.0,Boiragimoth,18.0,2007.0,3.0,Apartment,2.0,0.0,8186025
1701.0,1.0,1.0,Naliapool,28.0,1997.0,3.0,Apartment,2.0,0.0,4163467
726.0,4.0,3.0,Chowkidinghee,33.0,1992.0,3.0,Independent,2.0,0.0,2671978
2693.0,4.0,1.0,Naliapool,32.0,1993.0,0.0,Independent,2.0,1.0,7429829
1098.0,2.0,3.0,Chowkidinghee,31.0,1994.0,2.0,Duplex,2.0,0.0,3672839
2065.0,4.0,3.0,Boiragimoth,40.0,1985.0,0.0,Independent,1.0,1.0,6650920
1973.0,3.0,1.0,Naliapool,38.0,1987.0,3.0,Independent,1.0,1.0,5006276
1927.626994445101,2.0,3.0,Mancotta Road,30.0,1995.0,3.0,Duplex,1.0,1.0,9854633
904.0,4.0,1.9917482022869268,Mancotta Road,33.0,1992.0,1.0,Independent,2.0,0.0,3155528
1438.0,4.0,3.0,Khalihamari,21.0,2004.0,3.0,Duplex,0.0,0.0,4707999
2827.0,3.0,2.0,Milan Nagar,15.0,2010.0,3.0,Independent,2.0,0.0,9390770
2663.0,2.0,3.0,Naliapool,15.0,2010.0,3.0,Apartment,1.0,0.0,7865346
1119.0,2.0,2.0,Milan Nagar,19.96409590173615,2020.0,2.0,Independent,0.0,0.0,3737233
3103.0,2.0,2.0,Naliapool,20.0,2005.0,3.0,Independent,0.0,0.0,8593056
677.0,1.0,1.0,Mancotta Road,19.96409590173615,2004.0,2.0,Duplex,2.0,0.0,2055484
2406.0,3.0,2.0,Naliapool,11.0,2014.0,0.0,Duplex,2.0,0.305407644065791,7267466
1523.0,4.0,1.0,Chowkidinghee,25.0,2000.0,3.0,Duplex,2.0,0.0,5464966
1426.0,3.0,1.0,Chowkidinghee,3.0,2022.0,0.0,Apartment,2.0,0.0,5641881
1927.626994445101,2.0,1.0,Naliapool,19.96409590173615,2017.0,3.0,Independent,0.0,0.305407644065791,1957245
2422.0,4.0,1.0,Naliapool,2.0,2023.0,0.0,Independent,,1.0,7928608
984.0,4.0,1.0,Chowkidinghee,34.0,1991.0,2.0,Duplex,2.0,0.0,3351899
2822.0,3.0,3.0,Mancotta Road,8.0,2017.0,3.0,Apartment,2.0,0.0,10937436
3111.0,3.0,1.9917482022869268,Milan Nagar,34.0,1991.0,0.0,Duplex,2.0,0.0,9478188
1568.0,2.0,1.0,Chowkidinghee,34.0,1991.0,2.0,Apartment,0.0,1.0,4861035
1534.0,4.0,1.0,Naliapool,23.0,2002.0,3.0,Apartment,0.0,1.0,4469124
3033.0,1.0,3.0,Naliapool,28.0,1997.0,0.0,Independent,0.0,1.0,7924590
976.0,1.0,2.0,Mancotta Road,19.96409590173615,2000.0,2.0,Independent,1.0,1.0,2989644
707.0,2.0,1.0,Naliapool,35.0,1990.0,1.0,Duplex,0.0,1.0,1706530
971.0,2.497630893153281,3.0,Chowkidinghee,37.0,1988.0,1.0,Duplex,2.0,0.0,3415869
2178.0,4.0,3.0,Chowkidinghee,13.0,2012.0,1.0,Duplex,2.0,1.0,8901220
1927.626994445101,4.0,2.0,Mancotta Road,30.0,1995.0,2.0,Independent,1.0,0.0,4217019
1281.0,4.0,2.0,Mancotta Road,0.0,2025.0,1.0,Independent,2.0,0.0,5227992
894.0,1.0,2.0,Milan Nagar,8.0,2017.0,0.0,Independent,1.0,0.0,2770113
3052.0,2.497630893153281,3.0,Naliapool,4.0,2021.0,3.0,Independent,2.0,0.0,9988799
944.0,2.0,2.0,Khalihamari,7.0,2018.0,2.0,Duplex,2.0,1.0,2939505
3157.0,4.0,1.0,Milan Nagar,19.96409590173615,2004.0,3.0,Independent,1.0,0.0,9825359
2078.0,1.0,3.0,Milan Nagar,21.0,2004.983730252299,3.0,Independent,1.0,1.0,5940316
2507.0,4.0,2.0,Naliapool,15.0,2010.0,2.0,Independent,0.0,0.0,7937278
1251.0,2.0,3.0,Chowkidinghee,19.96409590173615,2015.0,2.0,Duplex,2.0,0.0,4743692
1178.0,4.0,2.0,Khalihamari,39.0,1986.0,0.0,Independent,2.0,0.0,3430580
1927.626994445101,3.0,1.0,Khalihamari,10.0,2015.0,0.0,Apartment,2.0,0.0,5585413
1263.0,4.0,3.0,Chowkidinghee,19.96409590173615,1985.0,1.0,Independent,0.0,1.0,4404792
2117.0,1.0,1.0,Naliapool,5.0,2020.0,1.0,Independent,1.0,0.0,5897675
